level_0,index,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,FICS
187,596,004140,KR7004140000,동방,KOSPI,,2520,1,25,1.0,2500,2520,2475,487857,1218845491,1208,47971766,STK,운송/항공/물류,Transportation Infrastructure
188,636,004150,KR7004150009,한솔홀딩스,KOSPI,,2465,1,10,0.41,2460,2480,2435,54132,133188755,1011,41026620,STK,지주회사,Industrial Conglomerates
189,159,004170,KR7004170007,신세계,KOSPI,,153000,2,-1000,-0.65,154000,154900,151400,11840,1812740900,14757,9645181,STK,유통,Multiline Retail
190,538,004250,KR7004250007,NPC,KOSPI,,4175,1,10,0.24,4200,4200,4150,13740,57280635,1533,36720000,STK,자동차 부품,Containers & Packaging
192,618,004310,KR7004310009,현대약품,KOSPI,,3435,1,10,0.29,3480,3480,3395,30305,103628316,1099,32000000,STK,바이오/제약/신약개발,Pharmaceuticals
193,441,004360,KR7004360004,세방,KOSPI,,11500,1,70,0.61,11580,11580,11430,7219,82866750,2220,19308690,STK,운송/항공/물류,Road & Rail
194,119,004370,KR7004370003,농심,KOSPI,,394500,1,500,0.13,396000,399000,392000,16616,6548335000,23996,6082642,STK,음식료,Food Products
195,450,004380,KR7004380002,삼익THK,KOSPI,,10130,3,0,0.0,10200,10290,10120,25787,262522070,2127,21000000,STK,조선/기계/중공업,Machinery
197,391,004430,KR7004430005,송원산업,KOSPI,,11760,1,110,0.94,11710,11790,11650,19938,233636055,2822,24000000,STK,정유/화학/가스,Chemicals
200,203,004490,KR7004490009,세방전지,KOSPI,,70000,1,900,1.3,69500,70200,69300,19896,1389270100,9800,14000000,STK,이차전지 배터리,Auto Components
202,475,004560,KR7004560009,현대비앤지스틸,KOSPI,,12730,1,80,0.63,12710,12850,12640,30685,389656010,1919,15078811,STK,철강/비철금속,Metal & Mining
205,347,004690,KR7004690004,삼천리,KOSPI,,91000,1,900,1.0,90100,91700,90000,12188,1110874800,3690,4055025,STK,유틸리티,Gas Utility
206,357,004700,KR7004700001,조광피혁,KOSPI,,51600,2,-200,-0.39,51800,51800,51300,1264,65171200,3430,6649138,STK,의류,"Textiles,Apparel"
207,545,004710,KR7004710000,한솔테크닉스,KOSPI,,4640,1,415,9.82,4215,4850,4180,1704895,7856181288,1489,32109878,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
211,221,004800,KR7004800009,효성,KOSPI,,51700,1,900,1.77,51100,52000,50700,14374,741492200,8654,16740407,STK,지주회사,Industrial Conglomerates
212,629,004830,KR7004830006,덕성,KOSPI,,6650,1,50,0.76,6660,6670,6570,241125,1597100920,1042,15680000,STK,이차전지 소재,"Textiles,Apparel"
215,633,004890,KR7004890000,동일산업,KOSPI,,42350,1,150,0.36,42100,42350,42050,990,41786400,1027,2425215,STK,철강/비철금속,Metal & Mining
219,550,004970,KR7004970000,신라교역,KOSPI,,9090,1,10,0.11,9080,9140,9050,12055,109646530,1454,16000000,STK,음식료,Food Products
220,428,004980,KR7004980009,성신양회,KOSPI,,9540,2,-500,-4.98,9940,10000,9480,731660,7080358045,2338,24516073,STK,건자재,Construction Materials
221,121,004990,KR7004990008,롯데지주,KOSPI,,22450,1,150,0.67,22450,22600,21900,81849,1836742600,23552,104909237,STK,지주회사,Industrial Conglomerates
222,396,005010,KR7005010004,휴스틸,KOSPI,,4890,2,-260,-5.05,5240,5300,4880,1502817,7554788680,2747,56188075,STK,철강/비철금속,Metal & Mining
224,171,005070,KR7005070008,코스모신소재,KOSPI,,40750,1,200,0.49,41350,41750,40200,176860,7242174425,13248,32510756,STK,이차전지 소재,Chemicals
225,363,005090,KR7005090006,SGC에너지,KOSPI,,23000,1,250,1.1,23000,23000,22700,11401,260877200,3314,14409333,STK,유틸리티,Energy Equipment & service
227,1195,005160,KR7005160007,동국산업,KOSDAQ,우량기업부,3940,1,85,2.2,3855,3950,3825,80884,316181673,2137,54244482,KSQ,철강/비철금속,Metal & Mining
228,209,005180,KR7005180005,빙그레,KOSPI,,94300,3,0,0.0,94600,95000,93800,21457,2021227900,9289,9851241,STK,음식료,Food Products
229,259,005250,KR7005250006,녹십자홀딩스,KOSPI,,13740,1,190,1.4,13560,13750,13560,41607,569632040,6461,47028210,STK,바이오/제약/신약개발,Pharmaceuticals
230,874,005290,KR7005290002,동진쎄미켐,KOSDAQ,우량기업부,31100,1,500,1.63,31300,32050,30850,584839,18327502600,15989,51414494,KSQ,반도체 소재,Semiconductors & Semiconductor Equipment
231,196,005300,KR7005300009,롯데칠성,KOSPI,,109700,1,1100,1.01,108600,110600,108600,10679,1173123350,10178,9278884,STK,음식료,Beverages
234,4,005380,KR7005380001,현대차,KOSPI,,188800,2,-100,-0.05,191000,191000,188600,528739,100127014000,395377,209416191,STK,자동차,Automobiles
235,360,005390,KR7005390000,신성통상,KOSPI,,2335,1,180,8.35,2155,2460,2155,2808662,6533698437,3355,143708390,STK,의류,"Textiles,Apparel"
236,265,005420,KR7005420005,코스모화학,KOSPI,,15960,1,310,1.98,15790,16530,15640,167079,2676045960,6129,38408228,STK,정유/화학/가스,Chemicals
237,544,005430,KR7005430004,한국공항,KOSPI,,47300,1,750,1.61,46700,47500,46700,3546,167590550,1497,3166355,STK,운송/항공/물류,Airlines
238,223,005440,KR7005440003,현대지에프홀딩스,KOSPI,,5410,1,130,2.46,5350,5480,5290,160371,869416840,8434,155904301,STK,지주회사,Industrial Conglomerates
239,15,005490,KR7005490008,POSCO홀딩스,KOSPI,,260000,1,3000,1.17,260000,262500,257250,195750,50958017000,210425,80932952,STK,철강/비철금속,Metal & Mining
240,418,005500,KR7005500004,삼진제약,KOSPI,,17810,1,50,0.28,17710,17870,17700,8332,148213830,2475,13900000,STK,바이오/제약/신약개발,Pharmaceuticals
241,281,005610,KR7005610001,SPC삼립,KOSPI,,62300,2,-1700,-2.66,65000,65100,61800,27231,1703407900,5375,8629009,STK,음식료,Food Products
243,457,005680,KR7005680004,삼영전자,KOSPI,,10440,1,100,0.97,10440,10530,10340,24810,260184190,2088,20000000,STK,IT하드웨어/반도체,Electrical Equipment
244,266,005690,KR7005690003,파미셀,KOSPI,,10080,1,30,0.3,10060,10320,9800,616185,6181515105,6049,60016964,STK,바이오/제약/신약개발,Biotechnology
245,1351,005710,KR7005710009,대원산업,KOSDAQ,우량기업부,7730,1,400,5.46,7330,7800,7320,108583,831844480,1548,20037600,KSQ,자동차 부품,Auto Components
246,415,005720,KR7005720008,넥센,KOSPI,,4690,1,65,1.41,4630,4725,4630,17983,84360740,2511,53543977,STK,자동차 부품,Auto Components
250,331,005810,KR7005810007,풍산홀딩스,KOSPI,,28400,1,1100,4.03,27600,28650,27600,51907,1464875050,4094,14417292,STK,지주회사,Metal & Mining
252,60,005830,KR7005830005,DB손해보험,KOSPI,,87400,2,-400,-0.46,87600,89000,87100,158783,13936237980,61879,70800000,STK,보험,Insurance
253,153,005850,KR7005850003,에스엘,KOSPI,,33800,2,-500,-1.46,34950,34950,33300,177043,5993551000,15699,46448520,STK,자동차 부품,Auto Components
254,1380,005860,KR7005860002,한일사료,KOSDAQ,우량기업부,3665,2,-50,-1.35,3680,3710,3640,229997,842343495,1444,39403685,KSQ,음식료,Food Products
255,611,005870,KR7005870001,휴니드,KOSPI,,8100,2,-10,-0.12,8120,8190,8030,173021,1402538065,1143,14116015,STK,방위산업,Commuications Equipment
256,291,005880,KR7005880000,대한해운,KOSPI,,1558,1,15,0.97,1549,1560,1543,1293177,2008824731,5004,321209950,STK,운송/항공/물류,Marine
257,0,005930,KR7005930003,삼성전자,KOSPI,,55700,3,0,0.0,56400,56400,55600,12183303,681776346900,3297238,5919637922,STK,IT하드웨어/반도체,Semiconductors & Semiconductor Equipment
258,76,005940,KR7005940002,NH투자증권,KOSPI,,14260,1,30,0.21,14250,14310,14160,454534,6472999930,46700,327492299,STK,증권,Capital Markets
259,577,005950,KR7005950001,이수화학,KOSPI,,5800,1,110,1.93,5850,5890,5740,32786,190329290,1317,22722739,STK,정유/화학/가스,Chemicals
261,1390,005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,10370,1,420,4.22,10010,10500,9970,18542,190748840,1422,13718304,KSQ,지주회사,Food Products
262,146,006040,KR7006040000,동원산업,KOSPI,,41150,2,-50,-0.12,41750,41750,40050,79295,3227941775,16305,39624084,STK,음식료,Food Products
264,408,006060,KR7006060008,화승인더,KOSPI,,4700,1,30,0.64,4670,4730,4670,91305,429808354,2600,55320000,STK,의류,"Textiles,Apparel"
266,343,006110,KR7006110001,삼아알미늄,KOSPI,,25300,1,400,1.61,25000,25550,24850,21993,554113000,3722,14711916,STK,철강/비철금속,Metal & Mining
267,233,006120,KR7006120000,SK디스커버리,KOSPI,,42250,1,850,2.05,40800,42300,40800,49699,2085427775,7751,18347855,STK,지주회사,"Oil, Gas & consumable Fuels"
270,346,006220,KR7006220008,제주은행,KOSPI,,11500,2,-790,-6.43,12160,12180,11450,682770,8027479015,3694,32128774,STK,은행,Commercial Banks
271,83,006260,KR7006260004,LS,KOSPI,,126700,1,4400,3.6,123900,126900,123300,236057,29731552650,40797,32200000,STK,지주회사,Electrical Equipment
272,162,006280,KR7006280002,녹십자,KOSPI,,121700,1,300,0.25,122000,122500,120900,18674,2277090750,14222,11686538,STK,바이오/제약/신약개발,Pharmaceuticals
273,449,006340,KR7006340004,대원전선,KOSPI,,2850,1,35,1.24,2815,2915,2815,2455544,7057937375,2136,74979175,STK,전력기기,Electrical Equipment
274,160,006360,KR7006360002,GS건설,KOSPI,,17240,1,120,0.7,17200,17360,17110,265327,4579431260,14754,85581490,STK,건설,Construction & Engineering
276,264,006380,KR7006380000,카프로,KOSPI,,3660,0,0,0.0,0,0,0,0,0,6185,168999996,STK,정유/화학/가스,Chemicals
277,376,006390,KR7006390009,한일현대시멘트,KOSPI,,15610,1,360,2.36,15250,15630,15250,19110,295685345,3017,19327672,STK,건자재,Construction Materials
278,32,006400,KR7006400006,삼성SDI,KOSPI,,185100,1,400,0.22,186700,189400,184000,328738,61080123350,127283,68764530,STK,이차전지 배터리,Electtronic Equipment & Instruments
279,490,006490,KR7006490007,인스코비,KOSPI,,1537,2,-8,-0.52,1547,1605,1535,555879,870156475,1839,119658720,STK,통신,Wireless Telecommunication Services
281,1336,006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,5640,1,100,1.81,5630,5770,5540,133229,751080335,1605,28464992,KSQ,바이오/제약/신약개발,Pharmaceuticals
282,274,006650,KR7006650006,대한유화,KOSPI,,88800,1,600,0.68,89400,90700,88400,13330,1193637000,5772,6500000,STK,정유/화학/가스,Chemicals
283,593,006660,KR7006660005,삼성공조,KOSPI,,15010,1,260,1.76,14950,15350,14870,289716,4359324570,1219,8126314,STK,자동차 부품,Auto Components
284,1027,006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,5720,1,30,0.53,5690,5750,5670,69816,399517040,3771,65926923,KSQ,유통,Hotel & Leisure
286,62,006800,KR7006800007,미래에셋증권,KOSPI,,10400,1,120,1.17,10390,10500,10240,974566,10165862585,59312,570316408,STK,증권,Capital Markets
287,559,006840,KR7006840003,AK홀딩스,KOSPI,,10730,1,470,4.58,10420,12850,10340,246756,2843328630,1421,13247561,STK,지주회사,Chemicals
289,568,006890,KR7006890008,태경케미컬,KOSPI,,11810,1,20,0.17,11800,11890,11800,18403,217811420,1369,11600000,STK,정유/화학/가스,Chemicals
290,1386,006910,KR7006910004,보성파워텍,KOSDAQ,중견기업부,2920,3,0,0.0,3020,3020,2895,413114,1222368477,1434,49129824,KSQ,전력기기,Electrical Equipment
293,178,007070,KR7007070006,GS리테일,KOSPI,,14480,1,180,1.26,14330,14530,14310,131317,1901155925,12106,83607415,STK,유통,Distributors
294,506,007110,KR7007110000,일신석재,KOSPI,,2245,1,50,2.28,2195,2325,2170,6527894,14657873287,1738,77456610,STK,건자재,Construction Materials
296,479,007160,KR7007160005,사조산업,KOSPI,,38000,1,400,1.06,37900,38600,37500,14689,558315300,1900,5000000,STK,음식료,Food Products
297,512,007210,KR7007210008,벽산,KOSPI,,2525,1,40,1.61,2475,2545,2475,237071,597440572,1688,66860000,STK,건자재,Building Products
298,605,007280,KR7007280001,한국특강,KOSPI,,1905,1,4,0.21,1903,1920,1863,34835,66241893,1158,60813311,STK,철강/비철금속,Metal & Mining
299,149,007310,KR7007310006,오뚜기,KOSPI,,401500,1,2500,0.63,401000,402000,399500,1633,654778750,16091,4007830,STK,음식료,Food Products
300,1460,007330,KR7007330004,푸른저축은행,KOSDAQ,우량기업부,8390,1,10,0.12,8420,8430,8340,21350,178947350,1265,15082800,KSQ,은행,Thrifts & Mogage Finance
301,170,007340,KR7007340003,DN오토모티브,KOSPI,,22850,2,-950,-3.99,24000,24150,22850,189842,4418025650,13369,58510865,STK,자동차 부품,Auto Components
303,870,007390,KR7007390008,네이처셀,KOSDAQ,중견기업부,27750,3,0,0.0,28300,28600,27050,944421,26259322750,17859,64357156,KSQ,바이오/제약/신약개발,Biotechnology
304,432,007460,KR7007460009,에이프로젠,KOSPI,,740,1,3,0.41,744,750,736,1086130,806742622,2307,311826676,STK,바이오/제약/신약개발,Pharmaceuticals
306,597,007540,KR7007540008,샘표,KOSPI,,42000,1,100,0.24,41950,42750,41950,2535,106913900,1207,2875800,STK,음식료,Food Products
307,426,007570,KR7007570005,일양약품,KOSPI,,12560,1,20,0.16,12500,12800,12410,119943,1504610505,2397,19085664,STK,바이오/제약/신약개발,Pharmaceuticals
310,128,007660,KR7007660004,이수페타시스,KOSPI,,33950,1,550,1.65,34050,34300,33450,491622,16657489000,21472,63246419,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
312,381,007690,KR7007690001,국도화학,KOSPI,,31800,2,-200,-0.63,32000,33300,31600,9104,291587700,2944,9260832,STK,정유/화학/가스,Chemicals
313,304,007700,KR7007700008,F&F홀딩스,KOSPI,,12140,1,80,0.66,12160,12200,12010,8087,97720190,4748,39114367,STK,지주회사,"Textiles,Apparel"
316,422,007810,KR7007810005,코리아써키트,KOSPI,,10320,1,250,2.48,10260,10370,10200,49227,506818885,2437,23620751,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
318,498,007860,KR7007860000,서연,KOSPI,,7590,2,-30,-0.39,7630,7630,7500,93917,709216700,1782,23479844,STK,자동차 부품,Auto Components
320,542,008040,KR7008040008,사조동아원,KOSPI,,1071,2,-21,-1.92,1091,1097,1067,708557,761946257,1511,141144600,STK,음식료,Food Products
321,399,008060,KR7008060006,대덕,KOSPI,,8040,1,100,1.26,7980,8100,7970,176916,1422384130,2724,33890150,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
322,529,008110,KR7008110009,대동전자,KOSPI,,15040,0,0,0.0,0,0,0,0,0,1577,10490447,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
326,487,008350,KR7008350001,남선알미늄,KOSPI,,1440,2,-14,-0.96,1471,1471,1433,750192,1085003024,1858,129079090,STK,철강/비철금속,Metal & Mining
330,522,008490,KR7008490005,서흥,KOSPI,,14050,3,0,0.0,14100,14150,13910,14099,197443775,1625,11569113,STK,헬스케어,Pharmaceuticals
333,614,008700,KR7008700007,아남전자,KOSPI,,1450,1,41,2.91,1415,1510,1415,1466478,2145257553,1118,77124820,STK,가전제품,Household Durables
334,246,008730,KR7008730004,율촌화학,KOSPI,,29000,1,400,1.4,28450,29350,28400,77695,2239014400,7192,24800000,STK,정유/화학/가스,Containers & Packaging
335,156,008770,KR7008770000,호텔신라,KOSPI,,39100,1,150,0.39,39100,39250,38650,74588,2911517275,15346,39248121,STK,유통,Distributors
336,1225,008830,KR7008830002,대동기어,KOSDAQ,우량기업부,22050,2,-150,-0.68,22900,23100,21850,921355,20586210300,1981,8987520,KSQ,자동차 부품,Machinery
338,132,008930,KR7008930000,한미사이언스,KOSPI,,28350,1,100,0.35,28200,28650,28200,62686,1783738350,19389,68391550,STK,바이오/제약/신약개발,Pharmaceuticals
339,430,008970,KR7008970006,동양철관,KOSPI,,1460,2,-146,-9.09,1629,1670,1459,35040228,53658914501,2319,158844223,STK,철강/비철금속,Metal & Mining
340,600,009070,KR7009070004,KCTC,KOSPI,,3915,1,50,1.29,3885,3920,3860,112214,437512779,1174,30000000,STK,운송/항공/물류,Road & Rail
342,47,009150,KR7009150004,삼성전기,KOSPI,,123000,1,1000,0.82,123100,123400,121700,168263,20662572350,91873,74693696,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
343,406,009160,KR7009160003,SIMPAC,KOSPI,,4010,1,30,0.75,4000,4035,3980,115779,465696423,2623,65429516,STK,조선/기계/중공업,Metal & Mining
347,202,009240,KR7009240003,한샘,KOSPI,,41850,1,950,2.32,41200,42300,40900,29792,1245542500,9848,23533928,STK,홈리빙/가구,Household Durables
348,504,009270,KR7009270000,신원,KOSPI,,1708,1,14,0.83,1671,1761,1671,1774614,3050563396,1752,102586356,STK,의류,"Textiles,Apparel"
349,385,009290,KR7009290008,광동제약,KOSPI,,5510,1,20,0.36,5530,5550,5480,16764,92496500,2888,52420851,STK,바이오/제약/신약개발,Pharmaceuticals
350,1566,009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,16820,1,50,0.3,16800,16970,16720,5497,92490330,1071,6370000,KSQ,바이오/제약/신약개발,Pharmaceuticals
353,241,009410,KR7009410002,태영건설,KOSPI,,2465,1,20,0.82,2445,2480,2445,102791,253063646,7248,294073558,STK,건설,Construction & Engineering
354,161,009420,KR7009420001,한올바이오파마,KOSPI,,27800,2,-50,-0.18,27900,28550,27800,152392,4272644900,14522,52240638,STK,바이오/제약/신약개발,Pharmaceuticals
356,193,009450,KR7009450008,경동나비엔,KOSPI,,71900,2,-900,-1.24,73100,73100,71400,20625,1486329350,10474,14568592,STK,홈리빙/가구,Household Durables
358,478,009470,KR7009470006,삼화전기,KOSPI,,28750,1,1150,4.17,28000,29100,28000,51570,1477691050,1901,6613820,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
359,962,009520,KR7009520008,포스코엠텍,KOSDAQ GLOBAL,우량기업부,12470,1,90,0.73,12420,12600,12350,115733,1442541295,5192,41642703,KSQ,철강/비철금속,Metal & Mining
360,17,009540,KR7009540006,HD한국조선해양,KOSPI,,265500,1,16000,6.41,258500,265500,255000,594024,155473590500,187902,70773116,STK,조선/기계/중공업,Shipbuilding
361,484,009580,KR7009580002,무림P&P,KOSPI,,3020,1,25,0.83,3005,3040,3000,108544,327915814,1883,62368324,STK,건자재,Paper & Forest Products
363,402,009680,KR7009680000,모토닉,KOSPI,,9500,1,20,0.21,9540,9540,9410,15756,149150140,2664,28050000,STK,자동차 부품,Auto Components
366,1523,009780,KR7009780008,엠에스씨,KOSDAQ,우량기업부,6490,1,100,1.56,6490,6620,6460,224121,1463527860,1142,17600000,KSQ,IT하드웨어/반도체,Food Products
368,68,009830,KR7009830001,한화솔루션,KOSPI,,29800,1,2700,9.96,28500,30850,28200,10812131,321521088075,51223,171892536,STK,신재생에너지,Energy Equipment & service
369,321,009900,KR7009900002,명신산업,KOSPI,,8120,1,80,1.0,8090,8130,8000,106362,859408610,4260,52470133,STK,자동차 부품,Auto Components
370,174,009970,KR7009970005,영원무역홀딩스,KOSPI,,94400,1,1800,1.94,92800,94700,92700,5872,552296900,12871,13635592,STK,의류,"Textiles,Apparel"
372,175,010060,KR7010060002,OCI홀딩스,KOSPI,,68100,2,-3400,-4.76,70500,71400,68100,309928,21409578300,12812,18814917,STK,정유/화학/가스,Chemicals
373,587,010100,KR7010100006,한국무브넥스,KOSPI,,4140,1,90,2.22,4065,4155,4040,197358,809423100,1260,30450420,STK,자동차 부품,Auto Components
374,64,010120,KR7010120004,LS ELECTRIC,KOSPI,,192300,1,12900,7.19,183600,195500,183600,456154,87145809250,57690,30000000,STK,전력기기,Electrical Equipment
375,27,010130,KR7010130003,고려아연,KOSPI,,714000,2,-7000,-0.97,721000,734000,712000,10879,7817891500,147821,20703283,STK,철강/비철금속,Metal & Mining
376,30,010140,KR7010140002,삼성중공업,KOSPI,,14720,1,130,0.89,14500,14900,14270,14117412,205466031275,129536,880000000,STK,조선/기계/중공업,Shipbuilding
383,579,010580,KR7010580009,에스엠벡셀,KOSPI,,1178,1,1,0.08,1177,1180,1168,23249,27284604,1310,111251760,STK,IT하드웨어/반도체,Auto Components
385,59,010620,KR7010620003,HD현대미포,KOSPI,,163500,1,5000,3.15,158600,164700,158500,743766,120395232500,65305,39942149,STK,조선/기계/중공업,Shipbuilding
388,393,010690,KR7010690006,화신,KOSPI,,8030,1,30,0.38,8140,8160,7910,109382,880117610,2804,34920410,STK,자동차 부품,Auto Components
389,634,010770,KR7010770006,평화홀딩스,KOSPI,,6970,2,-1150,-14.16,7930,7980,6940,1895589,13881183470,1019,14625466,STK,자동차 부품,Auto Components
390,276,010780,KR7010780005,아이에스동서,KOSPI,,18370,1,640,3.61,17830,18460,17690,71872,1301582430,5545,30186976,STK,건설,Construction & Engineering
391,500,010820,KR7010820009,퍼스텍,KOSPI,,3635,1,40,1.11,3595,3660,3585,407462,1480099239,1772,48771938,STK,방위산업,Commercial Services & Supplies
392,63,010950,KR7010950004,S-Oil,KOSPI,,52400,1,200,0.38,52600,52900,52100,149758,7854255800,58993,112582792,STK,정유/화학/가스,"Oil, Gas & consumable Fuels"
394,492,011000,KR7011000007,진원생명과학,KOSPI,,2280,2,-80,-3.39,2430,2450,2280,475746,1111701013,1824,80039035,STK,바이오/제약/신약개발,Biotechnology
395,1283,011040,KR7011040003,경동제약,KOSDAQ,중견기업부,5730,2,-20,-0.35,5750,5770,5700,18207,104508830,1763,30768766,KSQ,바이오/제약/신약개발,Pharmaceuticals
396,97,011070,KR7011070000,LG이노텍,KOSPI,,141900,1,2500,1.79,140300,142200,140300,121197,17139050500,33583,23667107,STK,IT하드웨어/반도체,Electtronic Equipment & Instruments
399,609,011150,KR7011150000,CJ씨푸드,KOSPI,,3200,1,25,0.79,3185,3230,3180,283014,906425122,1149,35930773,STK,음식료,Food Products
400,111,011170,KR7011170008,롯데케미칼,KOSPI,,63700,1,900,1.43,63300,64800,62900,92889,5945244750,27247,42775419,STK,정유/화학/가스,Chemicals
401,23,011200,KR7011200003,HMM,KOSPI,,18820,2,-120,-0.63,19030,19030,18590,1776211,33327569270,165811,881039496,STK,운송/항공/물류,Marine
402,182,011210,KR7011210002,현대위아,KOSPI,,43250,1,100,0.23,43550,43550,43050,38012,1645438200,11761,27195083,STK,자동차 부품,Auto Components
404,539,011280,KR7011280005,태림포장,KOSPI,,2150,1,10,0.47,2145,2170,2140,40508,87268578,1522,70805940,STK,기타,Containers & Packaging
407,523,011330,KR7011330008,유니켐,KOSPI,,1672,2,-7,-0.42,1698,1698,1658,177474,296972463,1621,96997167,STK,자동차 부품,"Textiles,Apparel"
411,420,011500,KR7011500006,한농화성,KOSPI,,15650,1,380,2.49,15390,16050,15310,142985,2234058320,2447,15637042,STK,정유/화학/가스,Chemicals
412,1569,011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,10120,2,-20,-0.2,10170,10170,10030,14297,144415550,1065,10530000,KSQ,건설,Construction & Engineering
415,380,011760,KR7011760006,현대코퍼레이션,KOSPI,,22350,1,350,1.59,22250,22450,22000,23751,527683050,2956,13228966,STK,운송/항공/물류,Trading Companies & Distributors
416,105,011780,KR7011780004,금호석유화학,KOSPI,,119000,1,1800,1.54,118000,120000,117600,60707,7237040900,31486,26459587,STK,정유/화학/가스,Chemicals
417,85,011790,KR7011790003,SKC,KOSPI,,104400,1,1800,1.75,104600,106650,103200,222232,23247047500,39534,37868298,STK,정유/화학/가스,Chemicals
418,613,011810,KR7011810009,STX,KOSPI,,3610,1,65,1.83,3590,3615,3545,47170,168648122,1119,31017927,STK,지주회사,Trading Companies & Distributors
419,379,011930,KR7011930005,신성이엔지,KOSPI,,1439,2,-25,-1.71,1459,1493,1425,7590592,11074027569,2962,205848151,STK,건설,Semiconductors & Semiconductor Equipment
420,412,012030,KR7012030003,DB,KOSPI,,1268,1,18,1.44,1251,1280,1251,200059,253726179,2550,201173933,STK,지주회사,IT Services
425,562,012320,KR7012320008,경동인베스트,KOSPI,,59500,1,600,1.02,59100,60100,58700,4039,238635700,1407,2365023,STK,창업투자/VC,Metal & Mining
426,13,012330,KR7012330007,현대모비스,KOSPI,,250000,2,-2500,-0.99,255500,258000,247000,161180,40402274000,232487,92995094,STK,자동차 부품,Auto Components
428,5,012450,KR7012450003,한화에어로스페이스,KOSPI,,824000,3,0,0.0,828000,832000,810000,242091,198582335000,375588,45581161,STK,방위산업,Commercial Services & Supplies
429,138,012510,KR7012510004,더존비즈온,KOSPI,,61300,2,-200,-0.33,62300,63700,61000,166633,10335562750,18624,30382784,STK,IT소프트웨어,Software
430,604,012600,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,1161,46634517,STK,IT하드웨어/반도체,Computers & Peripherals
431,570,012610,KR7012610002,경인양행,KOSPI,,3255,1,65,2.04,3190,3465,3190,191925,637398713,1354,41616365,STK,정유/화학/가스,Chemicals
433,191,012630,KR7012630000,HDC,KOSPI,,17860,2,-260,-1.43,18070,18180,17670,112738,2018430815,10669,59741721,STK,지주회사,Construction & Engineering
434,620,012690,KR7012690004,모나리자,KOSPI,,2980,1,15,0.51,2970,2995,2945,120781,358698167,1089,36571255,STK,필수소비재,Household Products
435,1574,012700,KR7012700001,리드코프,KOSDAQ,우량기업부,4015,2,-5,-0.12,4020,4050,4000,52848,212995243,1061,26446135,KSQ,기타금융,"Oil, Gas & consumable Fuels"
436,118,012750,KR7012750006,에스원,KOSPI,,63300,1,200,0.32,63300,63600,62500,27412,1729336050,24053,37999178,STK,IT소프트웨어,Commercial Services & Supplies
438,590,012800,KR7012800009,대창,KOSPI,,1345,1,4,0.3,1345,1366,1342,343520,465104801,1225,91140499,STK,철강/비철금속,Metal & Mining
439,1538,012860,KR7012860003,모베이스전자,KOSDAQ,우량기업부,1529,1,8,0.53,1532,1534,1520,110146,167652410,1119,73233457,KSQ,자동차 부품,Auto Components
441,1042,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,29250,1,450,1.56,29000,29500,28950,122183,3581927975,3596,12295442,KSQ,조선/기계/중공업,Machinery
442,1190,013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2370,1,35,1.5,2335,2370,2320,38982,91662892,2152,90808100,KSQ,건설,Construction & Engineering
